id_analyse,nom_analyse,nom_prenom,nageur_sexe,competition_nom,mois_annee,distance_course,style_nage,round,temps_final,temps_reaction,temps_vol,temps_depart,DISTANCE_FIN_COULEE,LONGUEUR,TEMPS_FIN_COULEE,TEMPS_DE_PASSAGE
763303,50 Papillon Series Golden FFN Tour Marseille,SZCZEPIAK Margaux,f,Golden FFN Tour Marseille,2016-03,50,Papillon,Series,29.29,0.7,0.96,1.66,11.17,0,5.46,29.29
105903,50 Brasse Finale CF 2018 SAINT RAPHAEL,BOUTOUIL Samy,m,CF 2018 SAINT RAPHAEL,2018-05,50,Brasse,Finale,29.3,0.61,1.01,1.62,11.68,0,5.55,29.3
1055194,50 Brasse Finale CF 2017 STRASBOURG,VIQUERAT Antoine,m,CF 2017 STRASBOURG,2017-05,50,Brasse,Finale,29.31,0.68,0.99,1.67,12.88,0,6.03,29.31
1054177,50 Dos Series GOLDEN FFN TOUR 2017 NICE,CINI Mathilde,f,GOLDEN FFN TOUR 2017 NICE,2017-02,50,Dos,Series,29.32,0.4,0.53,0.93,14.66,0,6.92,29.32
1054178,50 Dos Series GOLDEN FFN TOUR 2017 NICE,HENIQUE Melanie,f,GOLDEN FFN TOUR 2017 NICE,2017-02,50,Dos,Series,29.32,0.4,0.56,0.9600000000000001,15.43,0,7.23,29.32
1054165,50 Papillon Series GOLDEN FFN TOUR 2017 NICE,DAUBA Camille,f,GOLDEN FFN TOUR 2017 NICE,2017-02,50,Papillon,Series,29.33,0.6,0.82,1.42,11.80,0,5.72,29.33
10550,50 Dos Finale CF 2018 SAINT RAPHAEL,TEREBO Emma,f,CF 2018 SAINT RAPHAEL,2018-05,50,Dos,Finale,29.33,0.61,0.81,1.42,13.04,0,6.64,29.33
10519015,50 Dos Finale GFT 2021 NICE,HOSSZU Katinka,f,GFT 2021 NICE,2021-02,50,Dos,Finale,29.34,0.5,0.66,1.1600000000000001,14.42,0,7,29.34
10517756,50 Brasse Finale CE 2021 BUDAPEST,PILATO Benedetta,f,CE 2021 BUDAPEST,2021-05,50,Brasse,Finale,29.35,0.71,1.03,1.74,11.72,0,5.79,29.35
1054199,50 Dos Finale GOLDEN FFN TOUR 2017 NICE,MAHIEU Pauline,f,GOLDEN FFN TOUR 2017 NICE,2017-02,50,Dos,Finale,29.35,0.4,0.52,0.92,13.42,0,6.79,29.35
1054636,50 Dos Series CF 2017 STRASBOURG,MAHIEU Pauline,f,CF 2017 STRASBOURG,2017-05,50,Dos,Series,29.35,0.67,0.7,1.37,14.71,0,7.64,29.35
10516114,50 Dos Finale CF 2021 MONTPELLIER,PODEVIN Anais,f,CF 2021 MONTPELLIER,2021-12,50,Dos,Finale,29.36,0.59,0.73,1.3199999999999998,12.52,0,6.51,29.36
1053452,50 Brasse Series OPEN EDF 2016,BUSSIERE Theo,m,OPEN EDF 2016,2016-07,50,Brasse,Series,29.36,0.71,1.03,1.74,13.07,0,6.32,29.36
10515695,50 Dos Series CF 2022 LIMOGES,NDOYE-BROUARD Maty,f,CF 2022 LIMOGES,2022-04,50,Dos,Series,29.37,0.65,0.81,1.46,14.58,0,7.23,29.37
1054641,50 Dos Series CF 2017 STRASBOURG,JEAN Mathilde,f,CF 2017 STRASBOURG,2017-05,50,Dos,Series,29.37,0.66,0.8,1.46,12.89,0,6.67,29.37
762043,50 Nage Libre Series CF 2016 MONTPELLIER,BLANCHETIERE Adele,f,CF 2016 MONTPELLIER,2016-03,50,Nage Libre,Series,29.37,0.72,1.04,1.76,8.12,0,4.05,29.37
763761,50 Dos Demi-finale CEJ 2016 HODMEZOVASARHELY,MAHIEU Pauline,f,CEJ 2016 HODMEZOVASARHELY,2016-07,50,Dos,Demi-finale,29.37,0.68,0.75,1.4300000000000002,12.03,0,6.47,29.37
10515124,50 Brasse Finale GFT 2022 NICE,PALFRAY Leo,m,GFT 2022 NICE,2022-02,50,Brasse,Finale,29.39,0.6,1.0,1.6,12.10,0,5.84,29.39
10516103,50 Dos Series CF 2021 MONTPELLIER,CARLOS-BROC Zoe,f,CF 2021 MONTPELLIER,2021-12,50,Dos,Series,29.39,0.6,0.66,1.26,15.96,0,8.16,29.39
10520564,50 Dos Finale CF 2020 SAINT-RAPHAEL,URBANIAK Anastasia,f,CF 2020 SAINT-RAPHAEL,2020-12,50,Dos,Finale,29.4,0.51,0.58,1.0899999999999999,15.03,0,7.33,29.4
1054172,50 Papillon Series GOLDEN FFN TOUR 2017 NICE,AUBRY Alice,f,GOLDEN FFN TOUR 2017 NICE,2017-02,50,Papillon,Series,29.4,0.6,0.84,1.44,11.79,0,5.66,29.4
105902,50 Brasse Finale CF 2018 SAINT RAPHAEL,BERRY Theo,m,CF 2018 SAINT RAPHAEL,2018-05,50,Brasse,Finale,29.4,0.68,0.96,1.6400000000000001,12.97,0,6.19,29.4
10522664,50 Dos Series CF 2023 RENNES,COUSSON Bertille,f,CF 2023 RENNES,2023-06,50,Dos,Series,29.41,0.64,0.78,1.42,12.53,0,6.45,29.41
1055196,50 Brasse Finale CF 2017 STRASBOURG,OSWALD Thomas,m,CF 2017 STRASBOURG,2017-05,50,Brasse,Finale,29.41,0.67,1.04,1.71,11.39,0,5.34,29.41
762222,50 Dos Series UNIV 2015 GWANGJU,RESS Justine,f,UNIV 2015 GWANGJU,2015-07,50,Dos,Series,29.41,0.57,0.69,1.2599999999999998,14.70,0,7.28,29.41
10520566,50 Dos Finale CF 2020 SAINT-RAPHAEL,COUSSON Bertille,f,CF 2020 SAINT-RAPHAEL,2020-12,50,Dos,Finale,29.42,0.55,0.73,1.28,11.77,0,6.08,29.42
10551,50 Dos Finale CF 2018 SAINT RAPHAEL,EGOROVA Valeriya,f,CF 2018 SAINT RAPHAEL,2018-05,50,Dos,Finale,29.42,0.66,0.78,1.44,15.67,0,7.71,29.42
10516358,50 Dos Series CF 2021 CHARTRES,HERTHE Alexe,f,CF 2021 CHARTRES,2021-06,50,Dos,Series,29.43,0.54,0.66,1.2000000000000002,15.23,0,7.78,29.43
10520771,50 Brasse Finale GOLDEN TOUR NICE 2019,BOURSAC CERVERA LORTET Thomas,m,GOLDEN TOUR NICE 2019,2019-02,50,Brasse,Finale,29.43,0.63,1.06,1.69,12.44,0,6.07,29.43
1054324,50 Papillon Series GOLDEN FFN TOUR 2017 MARSEILLE,DAUBA Camille,f,GOLDEN FFN TOUR 2017 MARSEILLE,2017-03,50,Papillon,Series,29.43,0.7,0.94,1.64,12.44,0,6.12,29.43
1054638,50 Dos Series CF 2017 STRASBOURG,TOUILI Lila,f,CF 2017 STRASBOURG,2017-05,50,Dos,Series,29.43,0.63,0.74,1.37,13.31,0,6.91,29.43
76962,50 Dos Finale CF 2015 LIMOGES,TEREBO Emma,f,CF 2015 LIMOGES,2015-03,50,Dos,Finale,29.43,0.72,0.88,1.6,13.37,0,6.88,29.43
10518896,50 Brasse Series GFT 2021 NICE,CAPITAINE Thibaut,m,GFT 2021 NICE,2021-02,50,Brasse,Series,29.44,0.6,0.95,1.5499999999999998,12.58,0,5.81,29.44
1054323,50 Papillon Series GOLDEN FFN TOUR 2017 MARSEILLE,AUBRY Alice,f,GOLDEN FFN TOUR 2017 MARSEILLE,2017-03,50,Papillon,Series,29.44,0.7,0.91,1.6099999999999999,12.29,0,6.07,29.44
10514748,50 Dos Series MEETING NATIONAL TOULOUSE,MAHIEU Pauline,f,MEETING NATIONAL TOULOUSE,2017-04,50,Dos,Series,29.45,0.9,0.94,1.8399999999999999,15.88,0,8.73,29.45
10516116,50 Dos Finale CF 2021 MONTPELLIER,LECANU Maelle,f,CF 2021 MONTPELLIER,2021-12,50,Dos,Finale,29.45,0.56,0.69,1.25,14.73,0,7.55,29.45
1055192,50 Brasse Finale CF 2017 STRASBOURG,DUFAYARD Lucas,m,CF 2017 STRASBOURG,2017-05,50,Brasse,Finale,29.45,0.68,1.11,1.79,12.35,0,5.86,29.45
10515696,50 Dos Series CF 2022 LIMOGES,URBANIAK Anastasia,f,CF 2022 LIMOGES,2022-04,50,Dos,Series,29.46,0.55,0.69,1.24,14.10,0,7.01,29.46
10519016,50 Dos Finale GFT 2021 NICE,CINI Mathilde,f,GFT 2021 NICE,2021-02,50,Dos,Finale,29.47,0.5,0.64,1.1400000000000001,14.96,0,7.03,29.47
10520562,50 Dos Finale CF 2020 SAINT-RAPHAEL,MAHIEU Pauline,f,CF 2020 SAINT-RAPHAEL,2020-12,50,Dos,Finale,29.47,0.6,0.75,1.35,15.97,0,8.23,29.47
10516366,50 Dos Series CF 2021 CHARTRES,LECANU Maelle,f,CF 2021 CHARTRES,2021-06,50,Dos,Series,29.48,0.58,0.67,1.25,14.11,0,7.29,29.48
10516367,50 Dos Finale CF 2021 CHARTRES,LECANU Maelle,f,CF 2021 CHARTRES,2021-06,50,Dos,Finale,29.48,0.57,0.66,1.23,12.41,0,6.51,29.48
10519107,50 Dos Series GFT 2021 NICE,CINI Mathilde,f,GFT 2021 NICE,2021-02,50,Dos,Series,29.48,0.5,0.64,1.1400000000000001,15.69,0,7.48,29.48
10515051,50 Dos Series GFT 2022 MARSEILLE,WATTEL Marie,f,GFT 2022 MARSEILLE,2022-03,50,Dos,Series,29.49,0.71,0.79,1.5,14.65,0,7.45,29.49
10520530,50 Dos Series CF 2020 SAINT-RAPHAEL,URBANIAK Anastasia,f,CF 2020 SAINT-RAPHAEL,2020-12,50,Dos,Series,29.49,0.51,0.59,1.1,13.82,0,6.93,29.49
1054179,50 Dos Series GOLDEN FFN TOUR 2017 NICE,MAHIEU Pauline,f,GOLDEN FFN TOUR 2017 NICE,2017-02,50,Dos,Series,29.49,0.4,0.49,0.89,13.42,0,6.81,29.49
10517538,50 Dos Finale CHPTS ESP 2021,NOWACZYK Lison,f,CHPTS ESP 2021,2021-08,50,Dos,Finale,29.5,0.6,0.69,1.29,11.63,0,5.62,29.5
10552,50 Dos Finale CF 2018 SAINT RAPHAEL,SCRIVIN Julia,f,CF 2018 SAINT RAPHAEL,2018-05,50,Dos,Finale,29.5,0.57,0.81,1.38,15.00,0,7.93,29.5
1054833,50 Papillon Finale CF 2017 STRASBOURG,ANGLADE Raphaelle,f,CF 2017 STRASBOURG,2017-05,50,Papillon,Finale,29.51,0.7,0.87,1.5699999999999998,9.62,0,4.7,29.51
1053107,50 Papillon Series Francilly,SZCZEPIAK Margaux,f,Francilly,2015-12,50,Papillon,Series,29.52,0.7,0.96,1.66,10.99,0,5.38,29.52
1054190,50 Brasse Series GOLDEN FFN TOUR 2017 NICE,BUSSIERE Theo,m,GOLDEN FFN TOUR 2017 NICE,2017-02,50,Brasse,Series,29.52,0.74,1.08,1.82,13.19,0,6.2,29.52
76292,50 Brasse Finale CF 2015 LIMOGES,VIQUERAT Antoine,m,CF 2015 LIMOGES,2015-03,50,Brasse,Finale,29.52,0.69,0.97,1.66,11.30,0,5.37,29.52
10520563,50 Dos Finale CF 2020 SAINT-RAPHAEL,DEL'HOMME Laurine,f,CF 2020 SAINT-RAPHAEL,2020-12,50,Dos,Finale,29.53,0.56,0.82,1.38,12.65,0,6.66,29.53
1055114,50 Brasse Finale CF 2017 STRASBOURG,LOTH Matthias,m,CF 2017 STRASBOURG,2017-05,50,Brasse,Finale,29.54,0.68,1.0,1.6800000000000002,13.62,0,6.42,29.54
1051064,50 Dos Finale CHPTS DU CANADA 2015,MAHIEU Pauline,f,CHPTS DU CANADA 2015,2015-08,50,Dos,Finale,29.55,0.65,0.77,1.42,12.68,0,6.57,29.55
10516104,50 Dos Series CF 2021 MONTPELLIER,LECANU Maelle,f,CF 2021 MONTPELLIER,2021-12,50,Dos,Series,29.55,0.61,0.73,1.3399999999999999,15.23,0,7.9,29.55
10522687,50 Dos Finale CF 2023 RENNES,DONVAL Eleane,f,CF 2023 RENNES,2023-06,50,Dos,Finale,29.56,0.62,0.86,1.48,14.58,0,7.9,29.56
10515120,50 Brasse Finale GFT 2022 NICE,VERGNES Lucien,m,GFT 2022 NICE,2022-02,50,Brasse,Finale,29.57,0.6,0.87,1.47,13.66,0,6.5,29.57
10516356,50 Dos Series CF 2021 CHARTRES,TEREBO Emma,f,CF 2021 CHARTRES,2021-06,50,Dos,Series,29.57,0.62,0.74,1.3599999999999999,12.47,0,6.4,29.57
1054676,50 Dos Finale CF 2017 STRASBOURG,DEL'HOMME Laurine,f,CF 2017 STRASBOURG,2017-05,50,Dos,Finale,29.57,0.63,0.87,1.5,13.96,0,7.25,29.57
761158,50 Dos Series Golden FFN Tour Marseille,MAHIEU Pauline,f,Golden FFN Tour Marseille,2016-03,50,Dos,Series,29.57,0.7,0.79,1.49,13.28,0,7.26,29.57
105899,50 Brasse Finale CF 2018 SAINT RAPHAEL,AITKACI Carl,m,CF 2018 SAINT RAPHAEL,2018-05,50,Brasse,Finale,29.58,0.62,1.02,1.6400000000000001,11.18,0,5.18,29.58
76316,50 Dos Finale CF 2015 LIMOGES,MAHIEU Pauline,f,CF 2015 LIMOGES,2015-03,50,Dos,Finale,29.58,0.67,0.86,1.53,10.84,0,5.86,29.58
1051053,50 Dos Series CHPTS DU CANADA 2015,MAHIEU Pauline,f,CHPTS DU CANADA 2015,2015-08,50,Dos,Series,29.59,0.65,0.77,1.42,12.63,0,6.81,29.59
10517021,50 Brasse Finale CE 2022 ROME,MEILUTYTE Ruta,f,CE 2022 ROME,2022-08,50,Brasse,Finale,29.59,0.6,0.91,1.51,11.45,0,5.35,29.59
10518472,50 Dos Finale CF 2019 RENNES,MELIH Amel,f,CF 2019 RENNES,2019-04,50,Dos,Finale,29.59,0.67,0.87,1.54,13.38,0,7.01,29.59
1055108,50 Brasse Finale CF 2017 STRASBOURG,DASSIE Vincent,m,CF 2017 STRASBOURG,2017-05,50,Brasse,Finale,29.59,0.74,1.06,1.8,14.35,0,7.08,29.59
7613776,50 Papillon Finale CF 2015 LIMOGES,BORGOGNO Alizee,f,CF 2015 LIMOGES,2015-03,50,Papillon,Finale,29.59,0.76,0.96,1.72,9.03,0,4.6,29.59
1052980,50 Nage Libre Series Francilly,DEACAL Mallaury,f,Francilly,2015-12,50,Nage Libre,Series,29.6,0.7,-7.62,-6.92,9.66,0,4.96,29.6
7614789,50 Dos Series OPEN 2017 CHARTRES,MAHIEU Pauline,f,OPEN 2017 CHARTRES,2017-07,50,Dos,Series,29.6,0.75,0.86,1.6099999999999999,13.94,0,7.63,29.6
10515062,50 Dos Finale GFT 2022 MARSEILLE,WATTEL Marie,f,GFT 2022 MARSEILLE,2022-03,50,Dos,Finale,29.62,0.62,0.68,1.3,12.97,0,6.7,29.62
10520535,50 Dos Series CF 2020 SAINT-RAPHAEL,DEL'HOMME Laurine,f,CF 2020 SAINT-RAPHAEL,2020-12,50,Dos,Series,29.62,0.57,0.81,1.38,12.72,0,6.71,29.62
10520565,50 Dos Finale CF 2020 SAINT-RAPHAEL,LECANU Maelle,f,CF 2020 SAINT-RAPHAEL,2020-12,50,Dos,Finale,29.62,0.56,0.69,1.25,13.92,0,7.08,29.62
10518470,50 Dos Finale CF 2019 RENNES,HERTHE Alexe,f,CF 2019 RENNES,2019-04,50,Dos,Finale,29.63,0.57,0.77,1.3399999999999999,14.37,0,7.31,29.63
10520529,50 Dos Series CF 2020 SAINT-RAPHAEL,COUSSON Bertille,f,CF 2020 SAINT-RAPHAEL,2020-12,50,Dos,Series,29.63,0.59,0.74,1.33,12.03,0,6.12,29.63
10520534,50 Dos Series CF 2020 SAINT-RAPHAEL,MAHIEU Pauline,f,CF 2020 SAINT-RAPHAEL,2020-12,50,Dos,Series,29.63,0.65,0.74,1.3900000000000001,15.75,0,7.92,29.63
10517535,50 Dos Series CHPTS ESP 2021,NOWACZYK Lison,f,CHPTS ESP 2021,2021-08,50,Dos,Series,29.64,0.6,0.66,1.26,11.27,0,5.64,29.64
7614796,50 Brasse Finale OPEN 2017 CHARTRES,VIQUERAT Antoine,m,OPEN 2017 CHARTRES,2017-07,50,Brasse,Finale,29.64,0.67,0.99,1.6600000000000001,11.70,0,5.68,29.64
7614798,50 Dos Finale OPEN 2017 CHARTRES,MAHIEU Pauline,f,OPEN 2017 CHARTRES,2017-07,50,Dos,Finale,29.64,0.65,0.77,1.42,12.13,0,6.71,29.64
105900,50 Brasse Finale CF 2018 SAINT RAPHAEL,CHARRADE Theo,m,CF 2018 SAINT RAPHAEL,2018-05,50,Brasse,Finale,29.65,0.67,0.92,1.59,12.00,0,5.51,29.65
762850,50 Brasse Series CF 2016 MONTPELLIER,BRUCHON Alexis,m,CF 2016 MONTPELLIER,2016-03,50,Brasse,Series,29.65,0.59,0.98,1.5699999999999998,12.64,0,5.88,29.65
10522672,50 Dos Series CF 2023 RENNES,JANVIER Aela,f,CF 2023 RENNES,2023-06,50,Dos,Series,29.67,0.63,0.77,1.4,14.39,0,7.52,29.67
10546,50 Dos Finale CF 2018 SAINT RAPHAEL,MELIH Amel,f,CF 2018 SAINT RAPHAEL,2018-05,50,Dos,Finale,29.68,0.7,0.85,1.5499999999999998,12.54,0,6.68,29.68
10554,50 Dos Finale CF 2018 SAINT RAPHAEL,JULIEN Camille,f,CF 2018 SAINT RAPHAEL,2018-05,50,Dos,Finale,29.68,0.68,0.91,1.59,15.36,0,7.92,29.68
10516105,50 Dos Series CF 2021 MONTPELLIER,PODEVIN Anais,f,CF 2021 MONTPELLIER,2021-12,50,Dos,Series,29.69,0.64,0.74,1.38,12.63,0,6.55,29.69
1054023,50 Papillon Finale GOLDEN FFN TOUR 2017 NICE,DAUBA Camille,f,GOLDEN FFN TOUR 2017 NICE,2017-02,50,Papillon,Finale,29.69,0.6,0.84,1.44,11.88,0,5.79,29.69
1055199,50 Brasse Finale CF 2017 STRASBOURG,ERBA Benjamin,m,CF 2017 STRASBOURG,2017-05,50,Brasse,Finale,29.69,0.61,1.04,1.65,11.36,0,5.24,29.69
10515711,50 Dos Finale CF 2022 LIMOGES,URBANIAK Anastasia,f,CF 2022 LIMOGES,2022-04,50,Dos,Finale,29.7,0.55,0.62,1.17,14.30,0,7.19,29.7
10517340,50 Brasse Finale CM 2022 BUDAPEST,MEILUTYTE Ruta,f,CM 2022 BUDAPEST,2022-06,50,Brasse,Finale,29.7,0.6,0.88,1.48,12.06,0,5.67,29.7
10517036,50 Brasse Finale CE 2022 ROME,PILATO Benedetta,f,CE 2022 ROME,2022-08,50,Brasse,Finale,29.71,0.65,0.94,1.5899999999999999,11.99,0,5.69,29.71
10515103,50 Brasse Series GFT 2022 NICE,VERGNES Lucien,m,GFT 2022 NICE,2022-02,50,Brasse,Series,29.72,0.6,0.87,1.47,12.50,0,6.15,29.72
1055197,50 Brasse Finale CF 2017 STRASBOURG,OLIER Cyril,m,CF 2017 STRASBOURG,2017-05,50,Brasse,Finale,29.73,0.66,1.02,1.6800000000000002,11.99,0,5.69,29.73
10522673,50 Dos Series CF 2023 RENNES,DONVAL Eleane,f,CF 2023 RENNES,2023-06,50,Dos,Series,29.74,0.61,0.79,1.4,12.90,0,7.07,29.74
1054643,50 Dos Series CF 2017 STRASBOURG,DEL'HOMME Laurine,f,CF 2017 STRASBOURG,2017-05,50,Dos,Series,29.74,0.65,0.88,1.53,14.63,0,7.6,29.74
762456,50 Dos Series CF 2016 MONTPELLIER,MAHIEU Pauline,f,CF 2016 MONTPELLIER,2016-03,50,Dos,Series,29.74,0.72,0.8,1.52,13.37,0,7.2,29.74
83155,50 Dos Finale CFJ 2023 CHARTRES,DOMINGEON Manon,f,CFJ 2023 CHARTRES,2023-04,50,Dos,Finale,29.74,0.61,0.81,1.42,13.11,0,6.95,29.74
10515204,50 Dos Series GFT 2022 NICE,COUSSON Bertille,f,GFT 2022 NICE,2022-02,50,Dos,Series,29.75,0.6,0.71,1.31,12.72,0,6.7,29.75
763284,50 Papillon Series GOLDEN FFN TOUR NICE,SZCZEPIAK Margaux,f,GOLDEN FFN TOUR NICE,2016-01,50,Papillon,Series,29.76,0.7,0.91,1.6099999999999999,10.32,0,5.05,29.76
1053526,50 Dos Series ESC 2016 LIGNANO,TOUILI Lila,f,ESC 2016 LIGNANO,2016-04,50,Dos,Series,29.78,0.7,0.8,1.5,11.87,0,6.42,29.78
76293,50 Brasse Finale CF 2015 LIMOGES,FAUBOURG Dimitri,m,CF 2015 LIMOGES,2015-03,50,Brasse,Finale,29.78,0.7,1.13,1.8299999999999998,11.80,0,5.61,29.78
10520533,50 Dos Series CF 2020 SAINT-RAPHAEL,LECANU Maelle,f,CF 2020 SAINT-RAPHAEL,2020-12,50,Dos,Series,29.79,0.56,0.71,1.27,14.33,0,7.53,29.79
762897,50 Dos Series GOLDEN FFN TOUR AMIENS,GHEORGHIU Camille,f,GOLDEN FFN TOUR AMIENS,2016-02,50,Dos,Series,29.79,0.7,0.84,1.54,13.85,0,7.21,29.79
10517341,50 Brasse Finale CM 2022 BUDAPEST,PILATO Benedetta,f,CM 2022 BUDAPEST,2022-06,50,Brasse,Finale,29.8,0.69,1.0,1.69,12.44,0,6.16,29.8
83168,50 Brasse Series CFJ 2023 CHARTRES,LOMBARDO Adrien,m,CFJ 2023 CHARTRES,2023-04,50,Brasse,Series,29.8,0.68,0.9,1.58,11.88,0,5.68,29.8
10522688,50 Dos Finale CF 2023 RENNES,JANVIER Aela,f,CF 2023 RENNES,2023-06,50,Dos,Finale,29.81,0.66,0.79,1.4500000000000002,14.73,0,7.67,29.81
762918,50 Dos Finale GOLDEN FFN TOUR AMIENS,CINI Mathilde,f,GOLDEN FFN TOUR AMIENS,2016-02,50,Dos,Finale,29.81,0.7,0.82,1.52,14.80,0,7.27,29.81
1054192,50 Papillon Series GOLDEN FFN TOUR 2017 NICE,PICAULT Solweig,f,GOLDEN FFN TOUR 2017 NICE,2017-02,50,Papillon,Series,29.82,0.6,0.84,1.44,10.23,0,4.94,29.82
10522689,50 Dos Finale CF 2023 RENNES,MOREL Emma,f,CF 2023 RENNES,2023-06,50,Dos,Finale,29.83,0.63,0.76,1.3900000000000001,14.76,0,7.46,29.83
1054484,50 Dos Finale CF 2017 STRASBOURG,LEFEBVRE Louise,f,CF 2017 STRASBOURG,2017-05,50,Dos,Finale,29.83,0.63,0.85,1.48,13.55,0,6.93,29.83
1054637,50 Dos Series CF 2017 STRASBOURG,LEFEBVRE Louise,f,CF 2017 STRASBOURG,2017-05,50,Dos,Series,29.83,0.7,0.89,1.5899999999999999,12.95,0,6.82,29.83
1055198,50 Brasse Finale CF 2017 STRASBOURG,ROSSILLON Virgile,m,CF 2017 STRASBOURG,2017-05,50,Brasse,Finale,29.83,0.66,1.01,1.67,11.86,0,5.89,29.83
7614787,50 Brasse Series OPEN 2017 CHARTRES,VIQUERAT Antoine,m,OPEN 2017 CHARTRES,2017-07,50,Brasse,Series,29.83,0.67,1.07,1.7400000000000002,11.73,0,5.67,29.83
10520536,50 Dos Series CF 2020 SAINT-RAPHAEL,PODEVIN Anais,f,CF 2020 SAINT-RAPHAEL,2020-12,50,Dos,Series,29.84,0.65,0.75,1.4,13.12,0,6.93,29.84
10515231,50 Dos Finale GFT 2022 NICE,PASQUET Aurelie,f,GFT 2022 NICE,2022-02,50,Dos,Finale,29.85,0.6,0.67,1.27,13.15,0,6.96,29.85
1054483,50 Dos Finale CF 2017 STRASBOURG,GOURAUD Agathe,f,CF 2017 STRASBOURG,2017-05,50,Dos,Finale,29.85,0.65,0.81,1.46,14.89,0,7.9,29.85
10519382,50 Brasse Series MARE NOSTRUM MONACO 2019,GIRARDET Mateo,m,MARE NOSTRUM MONACO 2019,2019-06,50,Brasse,Series,29.87,0.7,1.02,1.72,13.66,0,6.4,29.87
1053110,50 Papillon Finale Francilly,PIERRON Marie,f,Francilly,2015-12,50,Papillon,Finale,29.87,0.7,1.0,1.7,10.63,0,5.4,29.87
1054321,50 Dos Series GOLDEN FFN TOUR 2017 MARSEILLE,PICARD Anthony,m,GOLDEN FFN TOUR 2017 MARSEILLE,2017-03,50,Dos,Series,29.87,0.76,0.82,1.58,12.75,0,6.8,29.87
1054702,50 Brasse Finale CF 2017 STRASBOURG,AITKACI Carl,m,CF 2017 STRASBOURG,2017-05,50,Brasse,Finale,29.87,0.68,0.99,1.67,11.88,0,5.67,29.87
76314,50 Dos Finale CF 2015 LIMOGES,TOUILI Lila,f,CF 2015 LIMOGES,2015-03,50,Dos,Finale,29.87,0.68,0.88,1.56,11.36,0,6.21,29.87
10517319,50 Brasse Finale CM 2022 BUDAPEST,VAN NIEKERK Lara,f,CM 2022 BUDAPEST,2022-06,50,Brasse,Finale,29.9,0.68,1.04,1.7200000000000002,12.86,0,6.5,29.9
1053530,50 Dos Series ESC 2016 LIGNANO,MAHIEU Pauline,f,ESC 2016 LIGNANO,2016-04,50,Dos,Series,29.91,0.7,0.78,1.48,12.54,0,7.05,29.91
1054487,50 Dos Finale CF 2017 STRASBOURG,POULET Laure,f,CF 2017 STRASBOURG,2017-05,50,Dos,Finale,29.91,0.6,0.69,1.29,10.20,0,5.46,29.91
763283,50 Papillon Finale GOLDEN FFN TOUR NICE,SZCZEPIAK Margaux,f,GOLDEN FFN TOUR NICE,2016-01,50,Papillon,Finale,29.91,0.7,0.96,1.66,11.61,0,5.65,29.91
1054486,50 Dos Finale CF 2017 STRASBOURG,CARO Emma,f,CF 2017 STRASBOURG,2017-05,50,Dos,Finale,29.92,0.66,0.8,1.46,12.70,0,6.85,29.92
10515107,50 Brasse Series GFT 2022 NICE,PALFRAY Leo,m,GFT 2022 NICE,2022-02,50,Brasse,Series,29.93,0.6,1.03,1.63,12.55,0,6.19,29.93
10519381,50 Brasse Series MARE NOSTRUM MONACO 2019,DA SILVA Florian,m,MARE NOSTRUM MONACO 2019,2019-06,50,Brasse,Series,29.93,0.7,1.01,1.71,11.86,0,5.52,29.93
10520561,50 Dos Finale CF 2020 SAINT-RAPHAEL,PODEVIN Anais,f,CF 2020 SAINT-RAPHAEL,2020-12,50,Dos,Finale,29.93,0.64,0.79,1.4300000000000002,12.86,0,7.03,29.93
10522674,50 Dos Series CF 2023 RENNES,MOREL Emma,f,CF 2023 RENNES,2023-06,50,Dos,Series,29.93,0.62,0.78,1.4,13.77,0,7.14,29.93
10521046,50 Dos Series JM 2022 ORAN,MOREL Emma,f,JM 2022 ORAN,2022-07,50,Dos,Series,29.96,0.59,0.7,1.29,13.82,0,6.89,29.96
83156,50 Dos Finale CFJ 2023 CHARTRES,MAILHARROU Carla,f,CFJ 2023 CHARTRES,2023-04,50,Dos,Finale,29.97,0.63,0.75,1.38,11.03,0,5.98,29.97
83157,50 Dos Finale CFJ 2023 CHARTRES,DA SILVA Ninon,f,CFJ 2023 CHARTRES,2023-04,50,Dos,Finale,29.97,0.62,0.72,1.3399999999999999,12.28,0,6.69,29.97
1052978,50 Nage Libre Series Francilly,D'AGOSTINO Lea,f,Francilly,2015-12,50,Nage Libre,Series,29.98,0.7,0.98,1.68,8.37,0,4.42,29.98
1054482,50 Dos Finale CF 2017 STRASBOURG,BOUTIN Julie,f,CF 2017 STRASBOURG,2017-05,50,Dos,Finale,29.99,0.56,0.69,1.25,14.78,0,7.4,29.99
1054485,50 Dos Finale CF 2017 STRASBOURG,BELKACEMI Leslie,f,CF 2017 STRASBOURG,2017-05,50,Dos,Finale,30.02,0.62,0.7,1.3199999999999998,13.96,0,7.28,30.02
1054704,50 Brasse Finale CF 2017 STRASBOURG,VALOUR Julien,m,CF 2017 STRASBOURG,2017-05,50,Brasse,Finale,30.02,0.64,0.94,1.58,12.29,0,5.85,30.02
762085,50 Nage Libre Series CF 2016 MONTPELLIER,D'AGOSTINO Lea,f,CF 2016 MONTPELLIER,2016-03,50,Nage Libre,Series,30.05,0.81,1.04,1.85,9.69,0,5.16,30.05
