id_analyse,nom_analyse,nom_prenom,nageur_sexe,competition_nom,mois_annee,distance_course,style_nage,round,temps_final,temps_reaction,temps_vol,temps_depart,DISTANCE_FIN_COULEE,LONGUEUR,TEMPS_FIN_COULEE,TEMPS_DE_PASSAGE
10522282,50 Nage Libre Finale CM 2019 GWANGJU,DRESSEL Caeleb,m,CM 2019 GWANGJU,2019-07,50,Nage Libre,Finale,21.04,0.62,0.93,1.55,14.33,0,4.73,21.04
10522485,50 Nage Libre Finale CM 2023 FUKUOKA,MCEVOY CAMERON,m,CM 2023 FUKUOKA,2023-07,50,Nage Libre,Finale,21.06,0.58,0.89,1.47,11.47,0,4,21.06
10518039,50 Nage Libre Finale JO 2021 TOKYO,DRESSEL Caeleb,m,JO 2021 TOKYO,2021-07,50,Nage Libre,Finale,21.07,0.63,1.01,1.6400000000000001,13.86,0,4.63,21.07
10514558,50 Nage Libre Finale CM 2017 BUDAPEST,DRESSEL Caeleb Remel,m,CM 2017 BUDAPEST,2017-07,50,Nage Libre,Finale,21.15,0.62,1.02,1.6400000000000001,13.33,0,4.56,21.15
762709,50 Nage Libre Finale CM 2015 KAZAN,MANAUDOU Florent,m,CM 2015 KAZAN,2015-09,50,Nage Libre,Finale,21.19,0.62,1.06,1.6800000000000002,12.85,0,4.54,21.19
10522484,50 Nage Libre Demi-finale CM 2023 FUKUOKA,MCEVOY CAMERON,m,CM 2023 FUKUOKA,2023-07,50,Nage Libre,Demi-finale,21.25,0.58,0.89,1.47,11.46,0,4.01,21.25
10514560,50 Nage Libre Finale CM 2017 BUDAPEST,FRATUS Bruno,m,CM 2017 BUDAPEST,2017-07,50,Nage Libre,Finale,21.27,0.67,1.03,1.7000000000000002,10.06,0,3.63,21.27
10514566,50 Nage Libre Demi-finale CM 2017 BUDAPEST,DRESSEL Caeleb Remel,m,CM 2017 BUDAPEST,2017-07,50,Nage Libre,Demi-finale,21.29,0.64,1.03,1.67,14.03,0,4.79,21.29
10517334,50 Nage Libre Finale CM 2022 BUDAPEST,PROUD Benjamin,m,CM 2022 BUDAPEST,2022-06,50,Nage Libre,Finale,21.32,0.57,0.99,1.56,12.88,0,4.44,21.32
10518002,50 Nage Libre Series JO 2021 TOKYO,DRESSEL Caeleb,m,JO 2021 TOKYO,2021-07,50,Nage Libre,Series,21.32,0.62,1.02,1.6400000000000001,14.28,0,4.79,21.32
1053800,50 Nage Libre Demi-finale JO 2016 RIO DE JANEIRO,MANAUDOU Florent,m,JO 2016 RIO DE JANEIRO,2016-08,50,Nage Libre,Demi-finale,21.32,0.64,1.04,1.6800000000000002,12.81,0,4.51,21.32
10522450,50 Nage Libre Series CM 2023 FUKUOKA,MCEVOY CAMERON,m,CM 2023 FUKUOKA,2023-07,50,Nage Libre,Series,21.35,0.6,0.9,1.5,11.91,0,4.16,21.35
10517002,50 Nage Libre Demi-finale CE 2022 ROME,PROUD Benjamin,m,CE 2022 ROME,2022-08,50,Nage Libre,Demi-finale,21.4,0.57,1.04,1.6099999999999999,13.66,0,4.69,21.4
10517335,50 Nage Libre Finale CM 2022 BUDAPEST,ANDREW Michael,m,CM 2022 BUDAPEST,2022-06,50,Nage Libre,Finale,21.41,0.66,0.94,1.6,14.20,0,4.96,21.41
1053646,50 Nage Libre Finale JO 2016 RIO DE JANEIRO,MANAUDOU Florent,m,JO 2016 RIO DE JANEIRO,2016-08,50,Nage Libre,Finale,21.41,0.63,1.04,1.67,12.30,0,4.38,21.41
762697,50 Nage Libre Demi-finale CM 2015 KAZAN,MANAUDOU Florent,m,CM 2015 KAZAN,2015-09,50,Nage Libre,Demi-finale,21.41,0.64,1.08,1.7200000000000002,13.80,0,5.08,21.41
10517259,50 Nage Libre Demi-finale CM 2022 BUDAPEST,PROUD Benjamin,m,CM 2022 BUDAPEST,2022-06,50,Nage Libre,Demi-finale,21.42,0.57,1.0,1.5699999999999998,12.94,0,4.52,21.42
10518018,50 Nage Libre Demi-finale JO 2021 TOKYO,DRESSEL Caeleb,m,JO 2021 TOKYO,2021-07,50,Nage Libre,Demi-finale,21.42,0.63,1.01,1.6400000000000001,14.35,0,4.83,21.42
762503,50 Nage Libre Finale CF 2016 MONTPELLIER,MANAUDOU Florent,m,CF 2016 MONTPELLIER,2016-03,50,Nage Libre,Finale,21.42,0.62,1.06,1.6800000000000002,13.44,0,4.9,21.42
10514557,50 Nage Libre Finale CM 2017 BUDAPEST,PROUD Benjamin,m,CM 2017 BUDAPEST,2017-07,50,Nage Libre,Finale,21.43,0.64,0.97,1.6099999999999999,13.74,0,4.79,21.43
10514567,50 Nage Libre Demi-finale CM 2017 BUDAPEST,MOROZOV Vladimir,m,CM 2017 BUDAPEST,2017-07,50,Nage Libre,Demi-finale,21.45,0.6,1.08,1.6800000000000002,12.49,0,4.63,21.45
10522283,50 Nage Libre Finale CM 2019 GWANGJU,FRATUS Bruno,m,CM 2019 GWANGJU,2019-07,50,Nage Libre,Finale,21.45,0.66,0.95,1.6099999999999999,10.26,0,3.64,21.45
10522284,50 Nage Libre Finale CM 2019 GWANGJU,GKOLOMEEV Kristian,m,CM 2019 GWANGJU,2019-07,50,Nage Libre,Finale,21.45,0.67,0.94,1.6099999999999999,10.15,0,3.62,21.45
10514559,50 Nage Libre Finale CM 2017 BUDAPEST,MOROZOV Vladimir,m,CM 2017 BUDAPEST,2017-07,50,Nage Libre,Finale,21.46,0.6,1.01,1.6099999999999999,10.86,0,3.88,21.46
10514555,50 Nage Libre Finale CM 2017 BUDAPEST,JURASZEK Pawel,m,CM 2017 BUDAPEST,2017-07,50,Nage Libre,Finale,21.47,0.61,0.86,1.47,9.14,0,3.32,21.47
10514580,50 Nage Libre Series CM 2017 BUDAPEST,FRATUS Bruno,m,CM 2017 BUDAPEST,2017-07,50,Nage Libre,Series,21.51,0.66,1.07,1.73,10.82,0,3.91,21.51
10518016,50 Nage Libre Demi-finale JO 2021 TOKYO,MANAUDOU Florent,m,JO 2021 TOKYO,2021-07,50,Nage Libre,Demi-finale,21.53,0.61,1.01,1.62,14.31,0,4.98,21.53
10522285,50 Nage Libre Finale CM 2019 GWANGJU,MOROZOV Vladimir,m,CM 2019 GWANGJU,2019-07,50,Nage Libre,Finale,21.53,0.61,0.93,1.54,11.89,0,4.13,21.53
10518028,50 Nage Libre Finale JO 2021 TOKYO,MANAUDOU Florent,m,JO 2021 TOKYO,2021-07,50,Nage Libre,Finale,21.55,0.61,1.01,1.62,13.15,0,4.55,21.55
10522286,50 Nage Libre Finale CM 2019 GWANGJU,PROUD Benjamin,m,CM 2019 GWANGJU,2019-07,50,Nage Libre,Finale,21.55,0.61,0.97,1.58,13.75,0,4.72,21.55
10522810,50 Nage Libre Series CF 2023 RENNES,MANAUDOU Florent,m,CF 2023 RENNES,2023-06,50,Nage Libre,Series,21.56,0.67,0.96,1.63,15.18,0,5.41,21.56
10517278,50 Nage Libre Finale CM 2022 BUDAPEST,GROUSSET Maxime,m,CM 2022 BUDAPEST,2022-06,50,Nage Libre,Finale,21.57,0.62,0.97,1.5899999999999999,12.70,0,4.52,21.57
10518038,50 Nage Libre Finale JO 2021 TOKYO,FRATUS Bruno,m,JO 2021 TOKYO,2021-07,50,Nage Libre,Finale,21.57,0.64,1.02,1.6600000000000001,10.69,0,3.84,21.57
762942,50 Nage Libre Finale GOLDEN FFN TOUR AMIENS,MANAUDOU Florent,m,GOLDEN FFN TOUR AMIENS,2016-02,50,Nage Libre,Finale,21.57,0.65,1.05,1.7000000000000002,12.89,0,4.65,21.57
10517042,50 Nage Libre Finale CE 2022 ROME,PROUD Benjamin,m,CE 2022 ROME,2022-08,50,Nage Libre,Finale,21.58,0.58,1.01,1.5899999999999999,13.98,0,4.8,21.58
10517256,50 Nage Libre Barrage CM 2022 BUDAPEST,GROUSSET Maxime,m,CM 2022 BUDAPEST,2022-06,50,Nage Libre,Barrage,21.59,0.65,0.98,1.63,12.67,0,4.57,21.59
10514565,50 Nage Libre Demi-finale CM 2017 BUDAPEST,PROUD Benjamin,m,CM 2017 BUDAPEST,2017-07,50,Nage Libre,Demi-finale,21.6,0.63,0.98,1.6099999999999999,12.71,0,4.5,21.6
10514574,50 Nage Libre Demi-finale CM 2017 BUDAPEST,FRATUS Bruno,m,CM 2017 BUDAPEST,2017-07,50,Nage Libre,Demi-finale,21.6,0.64,1.03,1.67,10.55,0,3.82,21.6
10517043,50 Nage Libre Finale CE 2022 ROME,DEPLANO Leonardo,m,CE 2022 ROME,2022-08,50,Nage Libre,Finale,21.6,0.66,1.0,1.6600000000000001,11.60,0,4.16,21.6
10517366,50 Nage Libre Finale CM 2022 BUDAPEST,SZABO Szebasztian,m,CM 2022 BUDAPEST,2022-06,50,Nage Libre,Finale,21.6,0.62,1.0,1.62,14.24,0,4.86,21.6
10518019,50 Nage Libre Demi-finale JO 2021 TOKYO,GKOLOMEEV Kristian,m,JO 2021 TOKYO,2021-07,50,Nage Libre,Demi-finale,21.6,0.65,0.98,1.63,10.54,0,3.78,21.6
10518024,50 Nage Libre Demi-finale JO 2021 TOKYO,FRATUS Bruno,m,JO 2021 TOKYO,2021-07,50,Nage Libre,Demi-finale,21.6,0.65,1.02,1.67,11.41,0,4.13,21.6
10518041,50 Nage Libre Finale JO 2021 TOKYO,ANDREW Michael,m,JO 2021 TOKYO,2021-07,50,Nage Libre,Finale,21.6,0.66,0.94,1.6,13.86,0,4.85,21.6
10514481,50 Nage Libre Series CM 2017 BUDAPEST,DRESSEL Caeleb Remel,m,CM 2017 BUDAPEST,2017-07,50,Nage Libre,Series,21.61,0.65,1.04,1.69,13.87,0,4.8,21.61
10517367,50 Nage Libre Finale CM 2022 BUDAPEST,LIENDO Joshua,m,CM 2022 BUDAPEST,2022-06,50,Nage Libre,Finale,21.61,0.61,1.02,1.63,12.91,0,4.56,21.61
10517778,50 Nage Libre Finale CE 2021 BUDAPEST,LIUKKONEN Ari Pekka,m,CE 2021 BUDAPEST,2021-05,50,Nage Libre,Finale,21.61,0.64,0.92,1.56,7.50,0,2.65,21.61
10522287,50 Nage Libre Finale CM 2019 GWANGJU,ANDREW Michael,m,CM 2019 GWANGJU,2019-07,50,Nage Libre,Finale,21.62,0.68,0.93,1.61,13.74,0,4.79,21.62
10522809,50 Nage Libre Finale CF 2023 RENNES,MANAUDOU Florent,m,CF 2023 RENNES,2023-06,50,Nage Libre,Finale,21.62,0.65,0.96,1.6099999999999999,14.49,0,5.09,21.62
762764,50 Nage Libre Series CPEM CHARTRES 2015,MANAUDOU Florent,m,CPEM CHARTRES 2015,2015-08,50,Nage Libre,Series,21.64,0.65,1.13,1.7799999999999998,14.02,0,5.17,21.64
76756,50 Nage Libre Demi-finale CE 2016 LONDRES ,MANAUDOU Florent,m,CE 2016 LONDRES ,2016-05,50,Nage Libre,Demi-finale,21.64,0.65,1.01,1.6600000000000001,13.52,0,4.83,21.64
76992,50 Nage Libre Finale 7 COLLINES ROME 2015,MANAUDOU Florent,m,7 COLLINES ROME 2015,2015-06,50,Nage Libre,Finale,21.64,0.65,1.09,1.7400000000000002,14.38,0,4.97,21.64
10517998,50 Nage Libre Series JO 2021 TOKYO,MANAUDOU Florent,m,JO 2021 TOKYO,2021-07,50,Nage Libre,Series,21.65,0.62,1.03,1.65,13.46,0,4.71,21.65
10518003,50 Nage Libre Series JO 2021 TOKYO,GKOLOMEEV Kristian,m,JO 2021 TOKYO,2021-07,50,Nage Libre,Series,21.66,0.68,0.99,1.67,10.41,0,3.74,21.66
10514561,50 Nage Libre Finale CM 2017 BUDAPEST,LIUKKONEN Ari Pekka,m,CM 2017 BUDAPEST,2017-07,50,Nage Libre,Finale,21.67,0.66,0.91,1.57,7.80,0,2.82,21.67
10517698,50 Nage Libre Demi-finale CE 2021 BUDAPEST,MANAUDOU Florent,m,CE 2021 BUDAPEST,2021-05,50,Nage Libre,Demi-finale,21.67,0.63,1.03,1.6600000000000001,13.40,0,4.69,21.67
10518004,50 Nage Libre Series JO 2021 TOKYO,FRATUS Bruno,m,JO 2021 TOKYO,2021-07,50,Nage Libre,Series,21.67,0.63,1.02,1.65,10.73,0,3.85,21.67
10518020,50 Nage Libre Demi-finale JO 2021 TOKYO,ANDREW Michael,m,JO 2021 TOKYO,2021-07,50,Nage Libre,Demi-finale,21.67,0.66,0.96,1.62,14.13,0,5.01,21.67
10518027,50 Nage Libre Demi-finale JO 2021 TOKYO,PROUD Benjamin,m,JO 2021 TOKYO,2021-07,50,Nage Libre,Demi-finale,21.67,0.58,0.94,1.52,13.09,0,4.65,21.67
10522288,50 Nage Libre Finale CM 2019 GWANGJU,JURASZEK Pawe,m,CM 2019 GWANGJU,2019-07,50,Nage Libre,Finale,21.67,0.61,0.92,1.53,9.39,0,3.3,21.67
763312,50 Nage Libre Finale Golden FFN Tour Marseille,MANAUDOU Florent,m,Golden FFN Tour Marseille,2016-03,50,Nage Libre,Finale,21.67,0.65,1.04,1.69,12.76,0,4.62,21.67
10514585,50 Nage Libre Series CM 2017 BUDAPEST,GKOLOMEEV Kristian,m,CM 2017 BUDAPEST,2017-07,50,Nage Libre,Series,21.69,0.67,0.99,1.6600000000000001,10.16,0,3.71,21.69
10517777,50 Nage Libre Finale CE 2021 BUDAPEST,PROUD Benjamin,m,CE 2021 BUDAPEST,2021-05,50,Nage Libre,Finale,21.69,0.58,0.94,1.52,13.74,0,4.9,21.69
10517263,50 Nage Libre Demi-finale CM 2022 BUDAPEST,ZAZZERI Lorenzo,m,CM 2022 BUDAPEST,2022-06,50,Nage Libre,Demi-finale,21.7,0.62,0.95,1.5699999999999998,10.91,0,3.87,21.7
7613812,50 Nage Libre Finale CF 2015 LIMOGES,MANAUDOU Florent,m,CF 2015 LIMOGES,2015-03,50,Nage Libre,Finale,21.7,0.63,1.09,1.7200000000000002,14.42,0,5.24,21.7
10514571,50 Nage Libre Demi-finale CM 2017 BUDAPEST,LIUKKONEN Ari Pekka,m,CM 2017 BUDAPEST,2017-07,50,Nage Libre,Demi-finale,21.71,0.65,0.9,1.55,7.93,0,2.84,21.71
10514575,50 Nage Libre Demi-finale CM 2017 BUDAPEST,GKOLOMEEV Kristian,m,CM 2017 BUDAPEST,2017-07,50,Nage Libre,Demi-finale,21.71,0.68,1.03,1.71,9.96,0,3.64,21.71
762690,50 Nage Libre Series CM 2015 KAZAN,MANAUDOU Florent,m,CM 2015 KAZAN,2015-09,50,Nage Libre,Series,21.71,0.62,1.02,1.6400000000000001,12.43,0,4.46,21.71
10514581,50 Nage Libre Series CM 2017 BUDAPEST,MOROZOV Vladimir,m,CM 2017 BUDAPEST,2017-07,50,Nage Libre,Series,21.72,0.62,1.1,1.7200000000000002,12.27,0,4.62,21.72
10516998,50 Nage Libre Demi-finale CE 2022 ROME,DE BOER Thom,m,CE 2022 ROME,2022-08,50,Nage Libre,Demi-finale,21.72,0.63,0.94,1.5699999999999998,11.66,0,4.16,21.72
10517003,50 Nage Libre Demi-finale CE 2022 ROME,ZAZZERI Lorenzo,m,CE 2022 ROME,2022-08,50,Nage Libre,Demi-finale,21.72,0.61,0.96,1.5699999999999998,11.15,0,4.06,21.72
10518037,50 Nage Libre Finale JO 2021 TOKYO,PROUD Benjamin,m,JO 2021 TOKYO,2021-07,50,Nage Libre,Finale,21.72,0.58,0.97,1.5499999999999998,13.23,0,4.72,21.72
10518040,50 Nage Libre Finale JO 2021 TOKYO,GKOLOMEEV Kristian,m,JO 2021 TOKYO,2021-07,50,Nage Libre,Finale,21.72,0.63,0.96,1.5899999999999999,10.37,0,3.7,21.72
10518605,50 Nage Libre Finale GFT 2021 MARSEILLE,MANAUDOU Florent,m,GFT 2021 MARSEILLE,2021-03,50,Nage Libre,Finale,21.72,0.6,1.02,1.62,13.27,0,4.68,21.72
10522462,50 Nage Libre Series CM 2023 FUKUOKA,MANAUDOU Florent,m,CM 2023 FUKUOKA,2023-07,50,Nage Libre,Series,21.72,0.65,0.97,1.62,14.48,0,5.03,21.72
1053737,50 Nage Libre Series JO 2016 RIO DE JANEIRO,MANAUDOU Florent,m,JO 2016 RIO DE JANEIRO,2016-08,50,Nage Libre,Series,21.72,0.65,1.08,1.73,13.57,0,4.95,21.72
763032,50 Nage Libre Finale GOLDEN FFN TOUR NICE,MANAUDOU Florent,m,GOLDEN FFN TOUR NICE,2016-01,50,Nage Libre,Finale,21.72,0.7,1.11,1.81,12.88,0,4.74,21.72
10514556,50 Nage Libre Finale CM 2017 BUDAPEST,GKOLOMEEV Kristian,m,CM 2017 BUDAPEST,2017-07,50,Nage Libre,Finale,21.73,0.67,0.99,1.6600000000000001,9.88,0,3.63,21.73
10517001,50 Nage Libre Demi-finale CE 2022 ROME,DEPLANO Leonardo,m,CE 2022 ROME,2022-08,50,Nage Libre,Demi-finale,21.73,0.66,0.98,1.6400000000000001,11.58,0,4.17,21.73
10517260,50 Nage Libre Demi-finale CM 2022 BUDAPEST,LIENDO Joshua,m,CM 2022 BUDAPEST,2022-06,50,Nage Libre,Demi-finale,21.73,0.62,1.03,1.65,14.61,0,5.18,21.73
10517779,50 Nage Libre Finale CE 2021 BUDAPEST,GKOLOMEEV Kristian,m,CE 2021 BUDAPEST,2021-05,50,Nage Libre,Finale,21.73,0.65,0.97,1.62,10.25,0,3.75,21.73
10518005,50 Nage Libre Series JO 2021 TOKYO,BUKHOV Vladyslav,m,JO 2021 TOKYO,2021-07,50,Nage Libre,Series,21.73,0.65,1.02,1.67,8.67,0,3.26,21.73
10520736,50 Nage Libre Finale CF 2020 SAINT-RAPHAEL,MANAUDOU Florent,m,CF 2020 SAINT-RAPHAEL,2020-12,50,Nage Libre,Finale,21.73,0.62,1.0,1.62,13.46,0,4.54,21.73
76772,50 Nage Libre Finale CE 2016 LONDRES ,MANAUDOU Florent,m,CE 2016 LONDRES ,2016-05,50,Nage Libre,Finale,21.73,0.64,1.0,1.6400000000000001,12.67,0,4.57,21.73
10514484,50 Nage Libre Series CM 2017 BUDAPEST,JURASZEK Pawel,m,CM 2017 BUDAPEST,2017-07,50,Nage Libre,Series,21.74,0.6,0.88,1.48,8.97,0,3.3,21.74
10514573,50 Nage Libre Demi-finale CM 2017 BUDAPEST,JURASZEK Pawel,m,CM 2017 BUDAPEST,2017-07,50,Nage Libre,Demi-finale,21.74,0.6,0.88,1.48,8.81,0,3.27,21.74
10516424,50 Nage Libre Finale CF 2021 CHARTRES,GROUSSET Maxime,m,CF 2021 CHARTRES,2021-06,50,Nage Libre,Finale,21.74,0.65,0.94,1.5899999999999999,11.29,0,4.14,21.74
10516996,50 Nage Libre Demi-finale CE 2022 ROME,GROUSSET Maxime,m,CE 2022 ROME,2022-08,50,Nage Libre,Demi-finale,21.75,0.63,0.95,1.58,12.55,0,4.46,21.75
10517044,50 Nage Libre Finale CE 2022 ROME,GKOLOMEEV Kristian,m,CE 2022 ROME,2022-08,50,Nage Libre,Finale,21.75,0.64,1.0,1.6400000000000001,10.23,0,3.69,21.75
10518006,50 Nage Libre Series JO 2021 TOKYO,DE BOER Thom,m,JO 2021 TOKYO,2021-07,50,Nage Libre,Series,21.75,0.62,0.96,1.58,11.10,0,3.98,21.75
10518026,50 Nage Libre Demi-finale JO 2021 TOKYO,ZAZZERI Lorenzo,m,JO 2021 TOKYO,2021-07,50,Nage Libre,Demi-finale,21.75,0.62,0.95,1.5699999999999998,10.21,0,3.73,21.75
10516999,50 Nage Libre Demi-finale CE 2022 ROME,GKOLOMEEV Kristian,m,CE 2022 ROME,2022-08,50,Nage Libre,Demi-finale,21.76,0.66,0.99,1.65,10.03,0,3.61,21.76
10514572,50 Nage Libre Demi-finale CM 2017 BUDAPEST,CIELO FILHO Cesar,m,CM 2017 BUDAPEST,2017-07,50,Nage Libre,Demi-finale,21.77,0.69,0.98,1.67,12.07,0,4.32,21.77
10517261,50 Nage Libre Demi-finale CM 2022 BUDAPEST,BURRAS Lewis Edward,m,CM 2022 BUDAPEST,2022-06,50,Nage Libre,Demi-finale,21.78,0.66,1.01,1.67,9.46,0,3.52,21.78
10518025,50 Nage Libre Demi-finale JO 2021 TOKYO,DE BOER Thom,m,JO 2021 TOKYO,2021-07,50,Nage Libre,Demi-finale,21.78,0.6,0.9,1.5,10.61,0,3.8,21.78
10518036,50 Nage Libre Finale JO 2021 TOKYO,ZAZZERI Lorenzo,m,JO 2021 TOKYO,2021-07,50,Nage Libre,Finale,21.78,0.61,0.96,1.5699999999999998,10.34,0,3.73,21.78
10518042,50 Nage Libre Finale JO 2021 TOKYO,DE BOER Thom,m,JO 2021 TOKYO,2021-07,50,Nage Libre,Finale,21.79,0.63,0.93,1.56,10.97,0,3.95,21.79
10517264,50 Nage Libre Demi-finale CM 2022 BUDAPEST,ANDREW Michael,m,CM 2022 BUDAPEST,2022-06,50,Nage Libre,Demi-finale,21.8,0.65,0.95,1.6,14.19,0,5.05,21.8
10517265,50 Nage Libre Demi-finale CM 2022 BUDAPEST,GKOLOMEEV Kristian,m,CM 2022 BUDAPEST,2022-06,50,Nage Libre,Demi-finale,21.8,0.68,1.07,1.75,10.42,0,3.75,21.8
10517780,50 Nage Libre Finale CE 2021 BUDAPEST,DE BOER Thom,m,CE 2021 BUDAPEST,2021-05,50,Nage Libre,Finale,21.8,0.62,1.02,1.6400000000000001,11.14,0,4.04,21.8
10514576,50 Nage Libre Demi-finale CM 2017 BUDAPEST,MCEVOY CAMERON,m,CM 2017 BUDAPEST,2017-07,50,Nage Libre,Demi-finale,21.81,0.57,0.92,1.49,10.36,0,3.75,21.81
10517262,50 Nage Libre Demi-finale CM 2022 BUDAPEST,SZABO Szebasztian,m,CM 2022 BUDAPEST,2022-06,50,Nage Libre,Demi-finale,21.81,0.6,0.97,1.5699999999999998,14.18,0,4.87,21.81
10517368,50 Nage Libre Finale CM 2022 BUDAPEST,ZAZZERI Lorenzo,m,CM 2022 BUDAPEST,2022-06,50,Nage Libre,Finale,21.81,0.63,0.97,1.6,10.51,0,3.79,21.81
10517715,50 Nage Libre Finale CE 2021 BUDAPEST,MANAUDOU Florent,m,CE 2021 BUDAPEST,2021-05,50,Nage Libre,Finale,21.81,0.61,1.01,1.62,12.78,0,4.56,21.81
10522289,50 Nage Libre Finale CM 2019 GWANGJU,SHIOURA Shinri,m,CM 2019 GWANGJU,2019-07,50,Nage Libre,Finale,21.81,0.68,0.86,1.54,13.15,0,4.68,21.81
10514562,50 Nage Libre Finale CM 2017 BUDAPEST,CIELO FILHO Cesar,m,CM 2017 BUDAPEST,2017-07,50,Nage Libre,Finale,21.83,0.65,0.97,1.62,11.30,0,4.13,21.83
10514564,50 Nage Libre Demi-finale CM 2017 BUDAPEST,ADRIAN Nathan,m,CM 2017 BUDAPEST,2017-07,50,Nage Libre,Demi-finale,21.83,0.66,1.05,1.71,11.35,0,4.14,21.83
10517243,50 Nage Libre Demi-finale CM 2022 BUDAPEST,GROUSSET Maxime,m,CM 2022 BUDAPEST,2022-06,50,Nage Libre,Demi-finale,21.83,0.64,1.01,1.65,12.63,0,4.58,21.83
10517244,50 Nage Libre Demi-finale CM 2022 BUDAPEST,FRATUS Bruno,m,CM 2022 BUDAPEST,2022-06,50,Nage Libre,Demi-finale,21.83,0.66,1.06,1.7200000000000002,10.70,0,3.96,21.83
10517369,50 Nage Libre Finale CM 2022 BUDAPEST,BURRAS Lewis Edward,m,CM 2022 BUDAPEST,2022-06,50,Nage Libre,Finale,21.83,0.68,1.03,1.71,9.30,0,3.49,21.83
10516425,50 Nage Libre Finale CF 2021 CHARTRES,MANAUDOU Florent,m,CF 2021 CHARTRES,2021-06,50,Nage Libre,Finale,21.84,0.64,1.06,1.7000000000000002,11.97,0,4.26,21.84
10517691,50 Nage Libre Series CE 2021 BUDAPEST,MANAUDOU Florent,m,CE 2021 BUDAPEST,2021-05,50,Nage Libre,Series,21.86,0.67,1.04,1.71,13.49,0,4.83,21.86
10518007,50 Nage Libre Series JO 2021 TOKYO,ZAZZERI Lorenzo,m,JO 2021 TOKYO,2021-07,50,Nage Libre,Series,21.86,0.62,0.99,1.6099999999999999,10.55,0,3.87,21.86
10522170,50 Nage Libre Demi-finale CM 2019 GWANGJU,GROUSSET Maxime,m,CM 2019 GWANGJU,2019-07,50,Nage Libre,Demi-finale,21.86,0.61,0.98,1.5899999999999999,13.13,0,4.84,21.86
10516975,50 Nage Libre Finale CE 2022 ROME,GROUSSET Maxime,m,CE 2022 ROME,2022-08,50,Nage Libre,Finale,21.87,0.65,0.97,1.62,12.34,0,4.46,21.87
10518017,50 Nage Libre Demi-finale JO 2021 TOKYO,GROUSSET Maxime,m,JO 2021 TOKYO,2021-07,50,Nage Libre,Demi-finale,21.87,0.62,0.99,1.6099999999999999,12.48,0,4.5,21.87
10518582,50 Nage Libre Series GFT 2021 MARSEILLE,MANAUDOU Florent,m,GFT 2021 MARSEILLE,2021-03,50,Nage Libre,Series,21.87,0.6,1.04,1.6400000000000001,13.17,0,4.82,21.87
10518008,50 Nage Libre Series JO 2021 TOKYO,KOLESNIKOV Kliment,m,JO 2021 TOKYO,2021-07,50,Nage Libre,Series,21.88,0.67,1.02,1.69,13.94,0,5.02,21.88
10521942,50 Nage Libre Finale MN 2023 BARCELONE,MANAUDOU Florent,m,MN 2023 BARCELONE,2023-05,50,Nage Libre,Finale,21.88,0.7,1.06,1.76,13.10,0,4.61,21.88
10517370,50 Nage Libre Finale CM 2022 BUDAPEST,GKOLOMEEV Kristian,m,CM 2022 BUDAPEST,2022-06,50,Nage Libre,Finale,21.89,0.65,0.99,1.6400000000000001,10.05,0,3.63,21.89
10518009,50 Nage Libre Series JO 2021 TOKYO,ANDREW Michael,m,JO 2021 TOKYO,2021-07,50,Nage Libre,Series,21.89,0.68,0.95,1.63,14.10,0,5.02,21.89
10517233,50 Nage Libre Series CM 2022 BUDAPEST,GKOLOMEEV Kristian,m,CM 2022 BUDAPEST,2022-06,50,Nage Libre,Series,21.9,0.69,1.06,1.75,11.57,0,4.22,21.9
10522455,50 Nage Libre Series CM 2023 FUKUOKA,PROUD Benjamin,m,CM 2023 FUKUOKA,2023-07,50,Nage Libre,Series,21.9,0.61,1.03,1.6400000000000001,12.78,0,4.5,21.9
10516997,50 Nage Libre Demi-finale CE 2022 ROME,BUKHOV Vladyslav,m,CE 2022 ROME,2022-08,50,Nage Libre,Demi-finale,21.91,0.67,0.99,1.6600000000000001,8.49,0,3.23,21.91
10520738,50 Nage Libre Finale CF 2020 SAINT-RAPHAEL,MIGNON Clement,m,CF 2020 SAINT-RAPHAEL,2020-12,50,Nage Libre,Finale,21.91,0.58,0.93,1.51,13.63,0,4.87,21.91
10514568,50 Nage Libre Demi-finale CM 2017 BUDAPEST,DOTTO Luca,m,CM 2017 BUDAPEST,2017-07,50,Nage Libre,Demi-finale,21.92,0.63,0.99,1.62,11.03,0,4.05,21.92
10517000,50 Nage Libre Demi-finale CE 2022 ROME,JURASZEK Pawel,m,CE 2022 ROME,2022-08,50,Nage Libre,Demi-finale,21.92,0.61,0.94,1.5499999999999998,9.00,0,3.24,21.92
10517776,50 Nage Libre Finale CE 2021 BUDAPEST,ZAZZERI Lorenzo,m,CE 2021 BUDAPEST,2021-05,50,Nage Libre,Finale,21.92,0.61,0.97,1.58,10.05,0,3.69,21.92
10518010,50 Nage Libre Series JO 2021 TOKYO,MOROZOV Vladimir,m,JO 2021 TOKYO,2021-07,50,Nage Libre,Series,21.92,0.62,1.0,1.62,12.00,0,4.28,21.92
762808,50 Nage Libre Series CF 2016 MONTPELLIER,MANAUDOU Florent,m,CF 2016 MONTPELLIER,2016-03,50,Nage Libre,Series,21.92,0.63,0.99,1.62,14.19,0,5.06,21.92
10514485,50 Nage Libre Series CM 2017 BUDAPEST,PROUD Benjamin,m,CM 2017 BUDAPEST,2017-07,50,Nage Libre,Series,21.93,0.64,0.99,1.63,13.82,0,4.91,21.93
